customer_id,customer_city,cohort,registration_date,days_since_registration,orders_count,avg_delivery_days,revenue,segment
1173,Нижний Новгород,01/01/24,11/01/24,80,,,,inactive
1174,Саратов,01/01/24,11/01/24,80,,,,inactive
1175,Екатеринбург,01/01/24,11/01/24,80,,,,inactive
1176,Тольятти,01/01/24,11/01/24,80,,,,inactive
1177,Самара,01/01/24,11/01/24,80,,,,inactive
1178,Красноярск,01/01/24,11/01/24,80,,,,inactive
1179,Новосибирск,01/01/24,11/01/24,80,1,3.9375,18083.92,one_time
1180,Ростов-на-Дону,01/01/24,11/01/24,80,,,,inactive
1181,Москва,01/01/24,11/01/24,80,,,,inactive
1182,Санкт-Петербург,01/01/24,11/01/24,80,1,4.81875,1187.96,one_time
1183,Пермь,01/01/24,11/01/24,80,,,,inactive
1184,Ростов-на-Дону,01/01/24,11/01/24,80,,,,inactive
1185,Омск,01/01/24,11/01/24,80,2,4.685416666666667,72947.56,one_time
1186,Красноярск,01/01/24,11/01/24,80,2,3.6017361111111112,137002.41,one_time
1187,Омск,01/01/24,11/01/24,80,,,,inactive
1188,Тольятти,01/01/24,11/01/24,80,,,,inactive
1189,Самара,01/01/24,11/01/24,80,1,2.576388888888889,103677.14,one_time
1190,Самара,01/01/24,11/01/24,80,2,4.438541666666667,187082.52,one_time
1191,Ростов-на-Дону,01/01/24,11/01/24,80,,,,inactive
1192,Санкт-Петербург,01/01/24,11/01/24,80,,,,inactive
1193,Екатеринбург,01/01/24,11/01/24,80,,,,inactive
1194,Санкт-Петербург,01/01/24,11/01/24,80,,,,inactive
1195,Самара,01/01/24,11/01/24,80,,,,inactive
1196,Челябинск,01/01/24,11/01/24,80,1,6.061111111111111,19671.44,one_time
1197,Челябинск,01/01/24,11/01/24,80,,,,inactive
1198,Красноярск,01/01/24,11/01/24,80,1,6.1722222222222225,10888.75,one_time
1199,Казань,01/01/24,11/01/24,80,,,,inactive
1200,Казань,01/01/24,11/01/24,80,,,,inactive
1201,Волгоград,01/01/24,11/01/24,80,,,,inactive
1202,Москва,01/01/24,11/01/24,80,,,,inactive
1203,Санкт-Петербург,01/01/24,11/01/24,80,1,5.418055555555555,29888.69,one_time
1204,Новосибирск,01/01/24,11/01/24,80,2,7.026041666666667,32692.96,one_time
1205,Ростов-на-Дону,01/01/24,11/01/24,80,,,,inactive
1206,Уфа,01/01/24,11/01/24,80,2,5.9118055555555555,124843.29,one_time
1207,Екатеринбург,01/01/24,11/01/24,80,3,5.6944444444444455,61487.82,regular
1208,Челябинск,01/01/24,11/01/24,80,,,,inactive
1209,Красноярск,01/01/24,11/01/24,80,,,,inactive
1210,Ижевск,01/01/24,12/01/24,79,1,4.029861111111111,3351.17,one_time
1211,Волгоград,01/01/24,12/01/24,79,1,4.222916666666666,44834.31,one_time
1212,Тольятти,01/01/24,12/01/24,79,2,5.19375,90433.24,one_time
1213,Челябинск,01/01/24,12/01/24,79,,,,inactive
1214,Нижний Новгород,01/01/24,12/01/24,79,,,,inactive
1215,Москва,01/01/24,12/01/24,79,,,,inactive
1216,Краснодар,01/01/24,12/01/24,79,,,,inactive
1217,Самара,01/01/24,12/01/24,79,1,4.759027777777778,2026.57,one_time
1218,Санкт-Петербург,01/01/24,12/01/24,79,,,,inactive
1219,Уфа,01/01/24,12/01/24,79,,,,inactive
1220,Санкт-Петербург,01/01/24,12/01/24,79,,,,inactive
1221,Саратов,01/01/24,12/01/24,79,1,6.159027777777778,3073.12,one_time
1222,Москва,01/01/24,12/01/24,79,2,5.002777777777778,50701.91,one_time
1223,Тюмень,01/01/24,12/01/24,79,,,,inactive
1224,Красноярск,01/01/24,12/01/24,79,1,7.504861111111111,17158.65,one_time
1225,Тольятти,01/01/24,12/01/24,79,,,,inactive
1226,Новосибирск,01/01/24,12/01/24,79,2,5.809375,80074.26,one_time
1227,Санкт-Петербург,01/01/24,12/01/24,79,,,,inactive
1228,Ростов-на-Дону,01/01/24,12/01/24,79,,,,inactive
1229,Тюмень,01/01/24,12/01/24,79,1,2.9493055555555556,29527.31,one_time
1230,Ростов-на-Дону,01/01/24,12/01/24,79,,,,inactive
1231,Омск,01/01/24,12/01/24,79,,,,inactive
1232,Москва,01/01/24,12/01/24,79,1,3.122916666666667,96522.8,one_time
1233,Тольятти,01/01/24,12/01/24,79,,,,inactive
1234,Уфа,01/01/24,12/01/24,79,,,,inactive
1235,Санкт-Петербург,01/01/24,12/01/24,79,,,,inactive
1236,Санкт-Петербург,01/01/24,12/01/24,79,3,4.966435185185186,21674.52,regular
1237,Самара,01/01/24,12/01/24,79,2,3.912847222222222,193340.12,one_time
1238,Ижевск,01/01/24,12/01/24,79,1,6.979861111111111,49374.22,one_time
1239,Волгоград,01/01/24,12/01/24,79,1,5.741666666666666,72550.92,one_time
1240,Омск,01/01/24,12/01/24,79,,,,inactive
1241,Санкт-Петербург,01/01/24,12/01/24,79,,,,inactive
1242,Екатеринбург,01/01/24,12/01/24,79,,,,inactive
1243,Москва,01/01/24,12/01/24,79,,,,inactive
1244,Уфа,01/01/24,12/01/24,79,2,5.009722222222222,92168.97,one_time
1245,Краснодар,01/01/24,12/01/24,79,,,,inactive
1246,Казань,01/01/24,12/01/24,79,,,,inactive
1247,Санкт-Петербург,01/01/24,12/01/24,79,,,,inactive
1248,Казань,01/01/24,12/01/24,79,1,3.20625,56923.23,one_time
1249,Пермь,01/01/24,12/01/24,79,1,0.06111111111111111,86622.1,one_time
1250,Казань,01/01/24,12/01/24,79,,,,inactive
1251,Уфа,01/01/24,12/01/24,79,,,,inactive
1252,Тольятти,01/01/24,12/01/24,79,1,2.795138888888889,30472.97,one_time
1253,Новосибирск,01/01/24,12/01/24,79,,,,inactive
1254,Красноярск,01/01/24,12/01/24,79,2,1.5059027777777776,68114.93,one_time
1255,Москва,01/01/24,12/01/24,79,,,,inactive
1256,Челябинск,01/01/24,12/01/24,79,,,,inactive
1257,Нижний Новгород,01/01/24,12/01/24,79,,,,inactive
1258,Красноярск,01/01/24,12/01/24,79,1,5.6409722222222225,56890.58,one_time
1259,Волгоград,01/01/24,12/01/24,79,,,,inactive
1260,Красноярск,01/01/24,12/01/24,79,,,,inactive
1261,Санкт-Петербург,01/01/24,12/01/24,79,,,,inactive
1262,Тюмень,01/01/24,12/01/24,79,3,5.625231481481481,177181.56,regular
1263,Омск,01/01/24,12/01/24,79,,,,inactive
1264,Новосибирск,01/01/24,12/01/24,79,,,,inactive
1265,Красноярск,01/01/24,12/01/24,79,,,,inactive
1266,Челябинск,01/01/24,12/01/24,79,,,,inactive
1267,Москва,01/01/24,12/01/24,79,1,6.034722222222222,54484.78,one_time
1268,Краснодар,01/01/24,12/01/24,79,1,6.920138888888889,86947.65,one_time
1269,Екатеринбург,01/01/24,12/01/24,79,3,5.445601851851851,81201.6,regular
1270,Тюмень,01/01/24,12/01/24,79,1,3.6347222222222224,40557.96,one_time
1271,Екатеринбург,01/01/24,12/01/24,79,,,,inactive
1272,Санкт-Петербург,01/01/24,12/01/24,79,1,4.24375,34530.54,one_time
1273,Тюмень,01/01/24,12/01/24,79,2,2.0659722222222223,69204.68,one_time
1274,Тольятти,01/01/24,12/01/24,79,4,4.327951388888889,163674.29,regular
1275,Пермь,01/01/24,12/01/24,79,,,,inactive
1276,Саратов,01/01/24,12/01/24,79,,,,inactive
1277,Красноярск,01/01/24,12/01/24,79,,,,inactive
1278,Ижевск,01/01/24,12/01/24,79,,,,inactive
1279,Москва,01/01/24,12/01/24,79,,,,inactive
1280,Нижний Новгород,01/01/24,12/01/24,79,3,3.9243055555555557,50542.24,regular
1281,Санкт-Петербург,01/01/24,12/01/24,79,,,,inactive
1282,Пермь,01/01/24,12/01/24,79,1,7.315277777777778,13050.02,one_time
1283,Пермь,01/01/24,12/01/24,79,2,1.588888888888889,63365.16,one_time
1284,Новосибирск,01/01/24,12/01/24,79,,,,inactive
1285,Челябинск,01/01/24,12/01/24,79,1,1.6583333333333334,5727.35,one_time
1286,Пермь,01/01/24,12/01/24,79,,,,inactive
1287,Тольятти,01/01/24,12/01/24,79,4,5.2373263888888895,269238.67,regular
1288,Казань,01/01/24,12/01/24,79,,,,inactive
1289,Красноярск,01/01/24,12/01/24,79,,,,inactive
1290,Челябинск,01/01/24,12/01/24,79,,,,inactive
1291,Волгоград,01/01/24,12/01/24,79,,,,inactive
1292,Омск,01/01/24,12/01/24,79,,,,inactive
1293,Ижевск,01/01/24,12/01/24,79,,,,inactive
1294,Челябинск,01/01/24,12/01/24,79,,,,inactive
1295,Нижний Новгород,01/01/24,12/01/24,79,1,2.1666666666666665,69229.56,one_time
1296,Ростов-на-Дону,01/01/24,12/01/24,79,2,5.936111111111111,140863.62,one_time
1297,Саратов,01/01/24,12/01/24,79,,,,inactive
1298,Волгоград,01/01/24,12/01/24,79,,,,inactive
1299,Пермь,01/01/24,12/01/24,79,,,,inactive
1300,Самара,01/01/24,12/01/24,79,,,,inactive
1301,Красноярск,01/01/24,12/01/24,79,,,,inactive
1302,Воронеж,01/01/24,12/01/24,79,,,,inactive
1303,Москва,01/01/24,12/01/24,79,,,,inactive
1304,Казань,01/01/24,12/01/24,79,,,,inactive
1305,Тольятти,01/01/24,12/01/24,79,,,,inactive
1306,Красноярск,01/01/24,12/01/24,79,,,,inactive
1307,Казань,01/01/24,12/01/24,79,1,3.415277777777778,20525.78,one_time
1308,Ижевск,01/01/24,12/01/24,79,,,,inactive
1309,Екатеринбург,01/01/24,12/01/24,79,1,1.4791666666666667,1748.25,one_time
1310,Нижний Новгород,01/01/24,12/01/24,79,,,,inactive
1311,Омск,01/01/24,12/01/24,79,,,,inactive
1312,Воронеж,01/01/24,12/01/24,79,,,,inactive
1313,Ростов-на-Дону,01/01/24,12/01/24,79,,,,inactive
1314,Ростов-на-Дону,01/01/24,12/01/24,79,,,,inactive
1315,Москва,01/01/24,12/01/24,79,1,2.0430555555555556,19237.93,one_time
1316,Ростов-на-Дону,01/01/24,12/01/24,79,,,,inactive
1317,Волгоград,01/01/24,12/01/24,79,1,3.548611111111111,85950.17,one_time
1318,Саратов,01/01/24,12/01/24,79,,,,inactive
1319,Новосибирск,01/01/24,12/01/24,79,,,,inactive
1320,Саратов,01/01/24,12/01/24,79,,,,inactive
1321,Саратов,01/01/24,12/01/24,79,,,,inactive
1322,Воронеж,01/01/24,12/01/24,79,,,,inactive
1323,Тюмень,01/01/24,12/01/24,79,,,,inactive
1324,Красноярск,01/01/24,12/01/24,79,,,,inactive
1325,Краснодар,01/01/24,12/01/24,79,,,,inactive
1326,Челябинск,01/01/24,12/01/24,79,1,5.261111111111111,38586.95,one_time
1327,Краснодар,01/01/24,12/01/24,79,1,6.361805555555556,21535.0,one_time
1328,Красноярск,01/01/24,12/01/24,79,1,5.9534722222222225,17319.83,one_time
1329,Тольятти,01/01/24,12/01/24,79,,,,inactive
1330,Пермь,01/01/24,12/01/24,79,,,,inactive
1331,Пермь,01/01/24,12/01/24,79,,,,inactive
1332,Пермь,01/01/24,13/01/24,78,1,4.146527777777778,102240.57,one_time
1333,Екатеринбург,01/01/24,13/01/24,78,,,,inactive
1334,Екатеринбург,01/01/24,13/01/24,78,1,6.997916666666667,80575.89,one_time
1335,Ижевск,01/01/24,13/01/24,78,2,1.5850694444444446,36760.42,one_time
1336,Краснодар,01/01/24,13/01/24,78,,,,inactive
1337,Уфа,01/01/24,13/01/24,78,,,,inactive
1338,Уфа,01/01/24,13/01/24,78,,,,inactive
1339,Нижний Новгород,01/01/24,13/01/24,78,2,2.986458333333333,120176.64,one_time
1340,Ростов-на-Дону,01/01/24,13/01/24,78,,,,inactive
1341,Ижевск,01/01/24,13/01/24,78,1,2.2743055555555554,51383.94,one_time
1342,Москва,01/01/24,13/01/24,78,,,,inactive
1343,Челябинск,01/01/24,13/01/24,78,,,,inactive
1344,Екатеринбург,01/01/24,13/01/24,78,1,4.303472222222222,16529.32,one_time
1345,Челябинск,01/01/24,13/01/24,78,1,2.2041666666666666,6287.76,one_time
1346,Нижний Новгород,01/01/24,13/01/24,78,1,7.165972222222222,18068.89,one_time
1347,Санкт-Петербург,01/01/24,13/01/24,78,,,,inactive
1348,Тольятти,01/01/24,13/01/24,78,,,,inactive
1349,,01/01/24,13/01/24,78,1,5.075694444444444,28432.01,one_time
1350,Санкт-Петербург,01/01/24,13/01/24,78,,,,inactive
1351,Санкт-Петербург,01/01/24,13/01/24,78,,,,inactive
1352,Москва,01/01/24,13/01/24,78,,,,inactive
1353,Воронеж,01/01/24,13/01/24,78,,,,inactive
1354,Екатеринбург,01/01/24,13/01/24,78,,,,inactive
1355,Волгоград,01/01/24,13/01/24,78,2,6.153124999999999,43855.62,one_time
1356,Екатеринбург,01/01/24,13/01/24,78,,,,inactive
1357,Краснодар,01/01/24,13/01/24,78,1,5.033333333333333,13567.4,one_time
1358,Москва,01/01/24,13/01/24,78,,,,inactive
1359,Новосибирск,01/01/24,13/01/24,78,1,3.2868055555555555,57774.01,one_time
1360,Челябинск,01/01/24,13/01/24,78,,,,inactive
1361,Тюмень,01/01/24,13/01/24,78,,,,inactive
1362,Красноярск,01/01/24,13/01/24,78,,,,inactive
1363,Самара,01/01/24,13/01/24,78,,,,inactive
1364,Тольятти,01/01/24,13/01/24,78,,,,inactive
1365,Волгоград,01/01/24,13/01/24,78,,,,inactive
1366,Ижевск,01/01/24,13/01/24,78,,,,inactive
1367,Казань,01/01/24,13/01/24,78,,,,inactive
1368,Тюмень,01/01/24,13/01/24,78,,,,inactive
1369,Тюмень,01/01/24,13/01/24,78,,,,inactive
1370,Новосибирск,01/01/24,13/01/24,78,,,,inactive
1371,Санкт-Петербург,01/01/24,13/01/24,78,,,,inactive
1372,Тольятти,01/01/24,13/01/24,78,,,,inactive
1373,Казань,01/01/24,13/01/24,78,,,,inactive
1374,Омск,01/01/24,13/01/24,78,,,,inactive
1375,Тольятти,01/01/24,13/01/24,78,2,3.1336805555555554,78468.93,one_time
1376,Самара,01/01/24,13/01/24,78,,,,inactive
1377,Самара,01/01/24,13/01/24,78,,,,inactive
1378,Казань,01/01/24,13/01/24,78,1,4.413194444444445,109183.85,one_time
1379,Пермь,01/01/24,13/01/24,78,,,,inactive
1380,Тюмень,01/01/24,13/01/24,78,2,5.010763888888889,67858.89,one_time
1381,Волгоград,01/01/24,13/01/24,78,,,,inactive
1382,Краснодар,01/01/24,13/01/24,78,,,,inactive
1383,Ижевск,01/01/24,13/01/24,78,,,,inactive
1384,Казань,01/01/24,13/01/24,78,,,,inactive
1385,Пермь,01/01/24,13/01/24,78,,,,inactive
1386,Челябинск,01/01/24,13/01/24,78,,,,inactive
1387,Казань,01/01/24,13/01/24,78,,,,inactive
1388,Санкт-Петербург,01/01/24,13/01/24,78,,,,inactive
1389,Челябинск,01/01/24,13/01/24,78,,,,inactive
1390,Тольятти,01/01/24,13/01/24,78,,,,inactive
1391,Челябинск,01/01/24,13/01/24,78,,,,inactive
1392,Ижевск,01/01/24,13/01/24,78,,,,inactive
1393,Самара,01/01/24,13/01/24,78,1,4.969444444444444,25807.41,one_time
1394,Ростов-на-Дону,01/01/24,13/01/24,78,,,,inactive
1395,Саратов,01/01/24,13/01/24,78,2,5.608333333333333,166378.6,one_time
1396,Тюмень,01/01/24,13/01/24,78,,,,inactive
1397,Волгоград,01/01/24,13/01/24,78,,,,inactive
1398,Ижевск,01/01/24,13/01/24,78,,,,inactive
1399,Уфа,01/01/24,13/01/24,78,1,5.294444444444444,35476.39,one_time
1400,Москва,01/01/24,13/01/24,78,1,3.1243055555555554,12585.95,one_time
1401,Пермь,01/01/24,13/01/24,78,1,7.340972222222222,9456.39,one_time
1402,Красноярск,01/01/24,13/01/24,78,,,,inactive
1403,Пермь,01/01/24,13/01/24,78,,,,inactive
1404,Ижевск,01/01/24,13/01/24,78,,,,inactive
1405,Красноярск,01/01/24,13/01/24,78,,,,inactive
1406,Воронеж,01/01/24,13/01/24,78,1,4.2625,4922.05,one_time
1407,Краснодар,01/01/24,13/01/24,78,,,,inactive
1408,Самара,01/01/24,13/01/24,78,,,,inactive
1409,Самара,01/01/24,13/01/24,78,,,,inactive
1410,Уфа,01/01/24,13/01/24,78,,,,inactive
1411,Москва,01/01/24,13/01/24,78,,,,inactive
1412,Краснодар,01/01/24,13/01/24,78,,,,inactive
1413,Екатеринбург,01/01/24,13/01/24,78,1,4.454166666666667,5156.18,one_time
1414,Воронеж,01/01/24,13/01/24,78,,,,inactive
1415,Краснодар,01/01/24,13/01/24,78,,,,inactive
1416,Омск,01/01/24,13/01/24,78,,,,inactive
1417,Тюмень,01/01/24,13/01/24,78,1,3.2395833333333335,550.06,one_time
1418,Красноярск,01/01/24,13/01/24,78,,,,inactive
1419,Краснодар,01/01/24,13/01/24,78,1,4.960416666666666,15386.2,one_time
1420,Ижевск,01/01/24,13/01/24,78,,,,inactive
1421,Саратов,01/01/24,13/01/24,78,,,,inactive
1422,Екатеринбург,01/01/24,13/01/24,78,,,,inactive
1423,Краснодар,01/01/24,13/01/24,78,,,,inactive
1424,Пермь,01/01/24,13/01/24,78,,,,inactive
1425,Ростов-на-Дону,01/01/24,13/01/24,78,2,5.4319444444444445,68509.95,one_time
1426,Новосибирск,01/01/24,13/01/24,78,,,,inactive
1427,Казань,01/01/24,13/01/24,78,,,,inactive
1428,Саратов,01/01/24,13/01/24,78,,,,inactive
1429,Ижевск,01/01/24,13/01/24,78,,,,inactive
1430,Пермь,01/01/24,13/01/24,78,,,,inactive
1431,Воронеж,01/01/24,13/01/24,78,,,,inactive
1432,Новосибирск,01/01/24,13/01/24,78,,,,inactive
1433,,01/01/24,13/01/24,78,1,4.427777777777778,24131.49,one_time
1434,Пермь,01/01/24,13/01/24,78,,,,inactive
1435,Москва,01/01/24,13/01/24,78,,,,inactive
1436,Екатеринбург,01/01/24,13/01/24,78,,,,inactive
1437,Воронеж,01/01/24,13/01/24,78,,,,inactive
1438,Казань,01/01/24,13/01/24,78,,,,inactive
1439,Краснодар,01/01/24,13/01/24,78,,,,inactive
1440,Ростов-на-Дону,01/01/24,13/01/24,78,,,,inactive
1441,Казань,01/01/24,13/01/24,78,,,,inactive
1442,Тюмень,01/01/24,13/01/24,78,,,,inactive
1443,Ижевск,01/01/24,13/01/24,78,,,,inactive
1444,Красноярск,01/01/24,13/01/24,78,,,,inactive
1445,Челябинск,01/01/24,13/01/24,78,,,,inactive
1446,Новосибирск,01/01/24,13/01/24,78,,,,inactive
1447,Красноярск,01/01/24,14/01/24,77,,,,inactive
1448,Ижевск,01/01/24,14/01/24,77,,,,inactive
1449,Пермь,01/01/24,14/01/24,77,,,,inactive
1450,Омск,01/01/24,14/01/24,77,1,7.315972222222222,58794.58,one_time
1451,Воронеж,01/01/24,14/01/24,77,,,,inactive
1452,Новосибирск,01/01/24,14/01/24,77,1,1.9833333333333334,12815.19,one_time
1453,Тольятти,01/01/24,14/01/24,77,1,5.445833333333334,24054.8,one_time
1454,Екатеринбург,01/01/24,14/01/24,77,,,,inactive
1455,Омск,01/01/24,14/01/24,77,,,,inactive
1456,Нижний Новгород,01/01/24,14/01/24,77,,,,inactive
1457,Ижевск,01/01/24,14/01/24,77,2,4.651041666666667,45718.9,one_time
1458,Самара,01/01/24,14/01/24,77,1,1.4895833333333333,297.46,one_time
1459,Волгоград,01/01/24,14/01/24,77,,,,inactive
1460,Краснодар,01/01/24,14/01/24,77,,,,inactive
1461,Ижевск,01/01/24,14/01/24,77,,,,inactive
1462,Омск,01/01/24,14/01/24,77,,,,inactive
1463,Казань,01/01/24,14/01/24,77,,,,inactive
1464,Саратов,01/01/24,14/01/24,77,,,,inactive
1465,Саратов,01/01/24,14/01/24,77,,,,inactive
1466,Тольятти,01/01/24,14/01/24,77,,,,inactive
1467,Краснодар,01/01/24,14/01/24,77,,,,inactive
1468,Омск,01/01/24,14/01/24,77,2,5.159722222222222,60049.74,one_time
1469,Ижевск,01/01/24,14/01/24,77,,,,inactive
1470,Нижний Новгород,01/01/24,14/01/24,77,,,,inactive
1471,Москва,01/01/24,14/01/24,77,2,3.4541666666666666,22949.36,one_time
1472,Тольятти,01/01/24,14/01/24,77,1,0.9375,45650.7,one_time
1473,Москва,01/01/24,14/01/24,77,,,,inactive
1474,Волгоград,01/01/24,14/01/24,77,,,,inactive
1475,Волгоград,01/01/24,14/01/24,77,,,,inactive
1476,Тюмень,01/01/24,14/01/24,77,,,,inactive
1477,Тюмень,01/01/24,14/01/24,77,,,,inactive
1478,Тольятти,01/01/24,14/01/24,77,,,,inactive
1479,,01/01/24,14/01/24,77,,,,inactive
1480,Тюмень,01/01/24,14/01/24,77,,,,inactive
1481,Самара,01/01/24,14/01/24,77,,,,inactive
1482,Самара,01/01/24,14/01/24,77,,,,inactive
1483,Москва,01/01/24,14/01/24,77,1,7.089583333333334,25292.4,one_time
1484,Екатеринбург,01/01/24,14/01/24,77,,,,inactive
1485,Красноярск,01/01/24,14/01/24,77,,,,inactive
1486,Уфа,01/01/24,14/01/24,77,1,3.564583333333333,23205.6,one_time
1487,Нижний Новгород,01/01/24,14/01/24,77,,,,inactive
1488,Нижний Новгород,01/01/24,14/01/24,77,,,,inactive
1489,Ижевск,01/01/24,14/01/24,77,,,,inactive
1490,Екатеринбург,01/01/24,14/01/24,77,1,3.0729166666666665,20349.29,one_time
1491,Самара,01/01/24,14/01/24,77,,,,inactive
1492,Волгоград,01/01/24,14/01/24,77,,,,inactive
1493,Саратов,01/01/24,14/01/24,77,2,6.771875,48392.52,one_time
1494,Самара,01/01/24,14/01/24,77,,,,inactive
1495,Нижний Новгород,01/01/24,14/01/24,77,,,,inactive
1496,Уфа,01/01/24,14/01/24,77,,,,inactive
1497,Самара,01/01/24,14/01/24,77,,,,inactive
1498,Пермь,01/01/24,14/01/24,77,,,,inactive
1499,Краснодар,01/01/24,14/01/24,77,1,8.469444444444445,112075.27,one_time
1500,Новосибирск,01/01/24,14/01/24,77,,,,inactive
1501,Тюмень,01/01/24,14/01/24,77,,,,inactive
1502,Краснодар,01/01/24,14/01/24,77,2,4.754513888888889,224249.63,one_time
1503,Пермь,01/01/24,14/01/24,77,,,,inactive
1504,Краснодар,01/01/24,14/01/24,77,,,,inactive
1505,Уфа,01/01/24,14/01/24,77,,,,inactive
1506,Пермь,01/01/24,14/01/24,77,,,,inactive
1507,Челябинск,01/01/24,14/01/24,77,,,,inactive
1508,Волгоград,01/01/24,14/01/24,77,1,5.821527777777778,9845.91,one_time
1509,Пермь,01/01/24,14/01/24,77,,,,inactive
1510,Нижний Новгород,01/01/24,14/01/24,77,1,5.353472222222222,39141.51,one_time
1511,Саратов,01/01/24,14/01/24,77,,,,inactive
1512,Екатеринбург,01/01/24,14/01/24,77,1,4.040277777777778,10886.41,one_time
1513,Екатеринбург,01/01/24,14/01/24,77,1,4.772222222222222,4261.76,one_time
1514,Самара,01/01/24,14/01/24,77,,,,inactive
1515,Казань,01/01/24,14/01/24,77,1,2.942361111111111,1021.91,one_time
1516,Воронеж,01/01/24,14/01/24,77,,,,inactive
1517,Омск,01/01/24,14/01/24,77,1,2.942361111111111,50826.61,one_time
1518,Москва,01/01/24,14/01/24,77,1,2.7270833333333333,4159.25,one_time
1519,Нижний Новгород,01/01/24,14/01/24,77,,,,inactive
1520,Уфа,01/01/24,14/01/24,77,,,,inactive
1521,Нижний Новгород,01/01/24,14/01/24,77,,,,inactive
1522,Воронеж,01/01/24,14/01/24,77,,,,inactive
1523,Самара,01/01/24,14/01/24,77,1,4.194444444444445,41408.74,one_time
1524,Пермь,01/01/24,14/01/24,77,,,,inactive
1525,Саратов,01/01/24,14/01/24,77,,,,inactive
1526,Тольятти,01/01/24,14/01/24,77,,,,inactive
1527,Ростов-на-Дону,01/01/24,14/01/24,77,1,7.668055555555555,125929.08,one_time
1528,Санкт-Петербург,01/01/24,14/01/24,77,,,,inactive
1529,Тюмень,01/01/24,14/01/24,77,1,4.0,40298.0,one_time
1530,Омск,01/01/24,14/01/24,77,3,6.990277777777777,126686.91,regular
1531,Ижевск,01/01/24,14/01/24,77,1,5.145833333333333,60417.28,one_time
1532,Ростов-на-Дону,01/01/24,14/01/24,77,1,1.1680555555555556,12775.2,one_time
1533,Новосибирск,01/01/24,14/01/24,77,3,2.747685185185185,197141.51,regular
1534,Ижевск,01/01/24,14/01/24,77,,,,inactive
1535,Новосибирск,01/01/24,14/01/24,77,1,6.547916666666667,7606.47,one_time
1536,Красноярск,01/01/24,14/01/24,77,,,,inactive
1537,Екатеринбург,01/01/24,14/01/24,77,,,,inactive
1538,Новосибирск,01/01/24,14/01/24,77,,,,inactive
1539,Красноярск,01/01/24,14/01/24,77,,,,inactive
1540,Ижевск,01/01/24,14/01/24,77,,,,inactive
1541,Тюмень,01/01/24,14/01/24,77,1,2.8513888888888888,60558.82,one_time
1542,Санкт-Петербург,01/01/24,14/01/24,77,,,,inactive
1543,Ростов-на-Дону,01/01/24,14/01/24,77,1,3.747916666666667,28243.52,one_time
1544,Краснодар,01/01/24,14/01/24,77,1,7.155555555555556,25333.26,one_time
1545,Ижевск,01/01/24,14/01/24,77,,,,inactive
1546,Нижний Новгород,01/01/24,14/01/24,77,,,,inactive
1547,Самара,01/01/24,14/01/24,77,,,,inactive
1548,Омск,01/01/24,14/01/24,77,,,,inactive
1549,Воронеж,01/01/24,14/01/24,77,2,3.9315972222222224,43543.28,one_time
1550,Ижевск,01/01/24,14/01/24,77,,,,inactive
1551,Казань,01/01/24,14/01/24,77,,,,inactive
1552,Ростов-на-Дону,01/01/24,14/01/24,77,,,,inactive
1553,Казань,01/01/24,15/01/24,76,,,,inactive
1554,Уфа,01/01/24,15/01/24,76,,,,inactive
1555,Челябинск,01/01/24,15/01/24,76,,,,inactive
1556,Москва,01/01/24,15/01/24,76,1,3.1430555555555557,53561.5,one_time
1557,Уфа,01/01/24,15/01/24,76,,,,inactive
1558,Тольятти,01/01/24,15/01/24,76,,,,inactive
1559,Екатеринбург,01/01/24,15/01/24,76,1,5.913888888888889,41741.74,one_time
1560,Тольятти,01/01/24,15/01/24,76,,,,inactive
1561,Краснодар,01/01/24,15/01/24,76,,,,inactive
1562,Ростов-на-Дону,01/01/24,15/01/24,76,,,,inactive
1563,Самара,01/01/24,15/01/24,76,1,4.5159722222222225,42404.42,one_time
1564,Казань,01/01/24,15/01/24,76,1,2.23125,111629.5,one_time
1565,Казань,01/01/24,15/01/24,76,,,,inactive
1566,Ростов-на-Дону,01/01/24,15/01/24,76,,,,inactive
1567,,01/01/24,15/01/24,76,1,5.730555555555555,38470.32,one_time
1568,Ростов-на-Дону,01/01/24,15/01/24,76,,,,inactive
1569,Челябинск,01/01/24,15/01/24,76,,,,inactive
1570,Пермь,01/01/24,15/01/24,76,,,,inactive
1571,Красноярск,01/01/24,15/01/24,76,,,,inactive
1572,Ростов-на-Дону,01/01/24,15/01/24,76,,,,inactive
1573,Тюмень,01/01/24,15/01/24,76,,,,inactive
1574,Тольятти,01/01/24,15/01/24,76,,,,inactive
1575,Екатеринбург,01/01/24,15/01/24,76,,,,inactive
1576,Саратов,01/01/24,15/01/24,76,,,,inactive
1577,Самара,01/01/24,15/01/24,76,,,,inactive
1578,Челябинск,01/01/24,15/01/24,76,,,,inactive
1579,Омск,01/01/24,15/01/24,76,,,,inactive
1580,Новосибирск,01/01/24,15/01/24,76,,,,inactive
1581,Краснодар,01/01/24,15/01/24,76,,,,inactive
1582,Казань,01/01/24,15/01/24,76,,,,inactive
1583,Екатеринбург,01/01/24,15/01/24,76,,,,inactive
1584,Санкт-Петербург,01/01/24,15/01/24,76,1,3.0590277777777777,21148.2,one_time
1585,Краснодар,01/01/24,15/01/24,76,,,,inactive
1586,Новосибирск,01/01/24,15/01/24,76,,,,inactive
1587,Уфа,01/01/24,15/01/24,76,,,,inactive
