customer_id,order_id,order_size,customers_unique_products_count_total,customers_unique_brands_count_total,customers_unique_category_count_total
2342,609,7,7,7,5
2345,1596,1,1,1,1
2347,2792,1,1,1,1
2348,384,1,1,1,1
2359,4193,2,2,2,1
2361,1873,1,1,1,1
2365,2328,6,6,6,5
2366,3033,1,1,1,1
2367,2546,1,1,1,1
2373,2814,4,4,4,3
2376,1964,2,2,2,2
2380,3217,2,2,2,1
2380,3220,2,2,2,1
2382,2680,1,1,1,1
2384,1614,2,5,5,4
2384,4695,3,5,5,4
2386,1227,1,1,1,1
2390,1664,1,1,1,1
2393,662,4,4,4,4
2401,3092,2,2,2,2
2402,1750,1,1,1,1
2402,1751,1,1,1,1
2402,1752,1,1,1,1
2408,704,2,2,2,2
2423,1263,5,5,5,4
2427,4715,3,3,3,3
2432,2871,1,1,1,1
2434,1505,3,3,2,3
2437,1258,3,3,3,3
2438,3342,1,1,1,1
2439,2224,1,2,2,2
2439,2891,1,2,2,2
2442,1784,1,1,1,1
2444,626,2,2,2,2
2444,629,2,2,2,2
2445,359,1,1,1,1
2447,1066,2,2,2,2
2448,4219,2,2,2,2
2448,4220,2,2,2,2
2453,761,2,4,4,4
2453,938,2,4,4,4
2459,345,2,2,2,2
2460,368,1,1,1,1
2462,2722,3,3,3,3
2463,1412,3,3,3,3
2464,536,1,6,6,5
2464,1022,5,6,6,5
2468,2405,1,3,3,3
2468,2407,3,3,3,3
2479,1609,1,1,1,1
2479,1610,1,1,1,1
2482,1494,1,1,1,1
2489,4822,2,2,2,2
2491,828,1,1,1,1
2492,1023,2,5,5,4
2492,4284,3,5,5,4
2493,559,2,2,2,2
2497,438,2,2,2,2
2499,730,3,3,3,3
2508,2932,1,1,1,1
2513,779,2,6,6,6
2513,2773,4,6,6,6
2522,1484,4,4,4,4
2523,1393,2,2,2,2
2524,1715,1,1,1,1
2525,3448,1,2,2,1
2525,3450,1,2,2,1
2525,3451,2,2,2,1
2526,4604,1,1,1,1
2539,2634,2,5,5,4
2539,2639,5,5,5,4
2547,411,1,1,1,1
2555,3396,2,2,2,1
2557,3537,3,3,3,3
2563,421,1,3,3,3
2563,2005,2,3,3,3
2566,2797,1,1,1,1
2569,3088,4,7,7,6
2569,3926,4,7,7,6
2570,3086,4,4,4,4
2574,541,1,4,4,4
2574,947,3,4,4,4
2578,4533,3,3,3,3
2579,2373,2,3,3,1
2579,2375,3,3,3,1
2590,3179,1,1,1,1
2598,4895,3,3,3,3
2602,4668,2,2,2,1
2603,4999,1,1,1,1
2603,5002,1,1,1,1
2604,1367,1,1,1,1
2610,2501,4,4,4,4
2611,2251,2,2,2,2
2617,764,1,3,3,3
2617,2268,2,3,3,3
2623,4592,1,1,1,1
2626,823,3,4,4,3
2626,942,1,4,4,3
2628,3499,2,2,2,2
2629,2883,1,4,4,4
2629,4184,3,4,4,4
2629,4186,3,4,4,4
2639,5022,1,1,1,1
2649,1847,3,3,3,3
2650,420,2,2,2,2
2652,4933,2,2,2,2
2657,1834,2,2,2,2
2668,979,1,1,1,1
2671,538,4,5,5,4
2671,4947,1,5,5,4
2671,4948,1,5,5,4
2673,415,2,2,2,2
2675,382,1,1,1,1
2679,1846,3,3,3,2
2686,1446,1,1,1,1
2687,2393,1,1,1,1
2688,1837,2,5,5,5
2688,2302,3,5,5,5
2688,2303,3,5,5,5
2689,1401,1,1,1,1
2695,866,2,2,2,2
2696,2118,4,4,4,4
2698,2527,1,1,1,1
2699,3288,2,2,2,2
2702,1279,2,2,2,2
2707,1167,1,6,6,6
2707,1781,1,6,6,6
2707,2809,2,6,6,6
2707,3725,2,6,6,6
2712,2854,1,1,1,1
2713,3654,1,1,1,1
2717,2520,1,4,4,3
2717,3443,3,4,4,3
2718,1866,3,3,3,3
2724,1274,1,1,1,1
2725,3642,1,1,1,1
2727,1477,2,2,2,2
2730,3857,1,1,1,1
2731,3391,1,1,1,1
2733,4650,1,1,1,1
2735,515,2,2,2,2
2738,2874,1,1,1,1
2739,1127,3,3,2,3
2741,2351,3,3,3,2
2743,2053,1,1,1,1
2745,1601,1,1,1,1
2748,1369,2,3,3,3
2748,1371,3,3,3,3
2749,959,3,3,3,3
2750,904,1,1,1,1
2754,4479,2,2,2,2
2754,4481,2,2,2,2
2759,2939,2,2,2,2
2762,1366,2,2,2,2
2764,2088,2,2,2,2
2775,509,1,1,1,1
2781,3849,2,2,2,2
2781,3850,2,2,2,2
2782,3479,3,3,3,3
2784,571,3,3,3,3
2787,1763,2,5,5,5
2787,4857,3,5,5,5
2789,2523,3,3,3,2
2791,1340,1,2,2,2
2791,1343,2,2,2,2
2797,638,1,1,1,1
2804,3074,1,1,1,1
2805,3414,3,3,3,2
2805,3416,3,3,3,2
2806,4190,3,3,2,3
2812,4893,2,2,2,2
2816,1013,1,1,1,1
2817,2423,5,5,5,5
2822,3578,2,2,2,2
2829,4597,2,4,4,4
2829,4602,4,4,4,4
2831,2286,2,2,2,2
2833,4753,3,3,3,3
2836,2014,5,5,5,5
2840,1501,1,1,1,1
2843,3875,2,2,2,2
2853,3498,5,5,4,5
2854,429,2,3,3,2
2854,1386,1,3,3,2
2856,3354,1,1,1,1
2857,488,1,1,1,1
2864,1649,3,3,3,3
2867,529,3,3,3,3
2868,2720,1,1,1,1
2874,2068,5,5,5,4
2876,2124,1,1,1,1
2879,1248,2,2,2,1
2879,1249,2,2,2,1
2881,1220,3,3,3,3
2887,1092,1,1,1,1
2889,2771,1,1,1,1
2894,1820,1,1,1,1
2897,3806,1,1,1,1
2912,1806,1,1,1,1
2913,3812,1,1,1,1
2914,478,2,2,2,2
2915,1018,1,1,1,1
2915,1019,1,1,1,1
2918,2475,6,6,6,6
2924,2464,2,2,2,1
2926,3676,2,2,2,2
2927,1305,2,7,7,7
2927,4896,5,7,7,7
2931,1607,2,2,2,2
2933,2744,1,1,1,1
2936,1960,4,4,4,4
2941,3083,1,1,1,1
2949,4681,1,1,1,1
2950,4299,2,2,2,2
2963,1166,1,1,1,1
2968,2236,1,1,1,1
2969,1146,2,2,2,2
2970,4506,1,1,1,1
2973,2923,1,1,1,1
2977,2009,4,4,4,4
2978,4197,4,6,6,4
2978,4515,2,6,6,4
2980,1791,2,2,2,2
2981,3119,1,1,1,1
2982,1604,2,2,2,2
2984,1807,1,1,1,1
2986,875,2,2,2,2
2986,877,2,2,2,2
2988,4875,1,1,1,1
2991,3034,1,1,1,1
2996,506,1,1,1,1
2997,2790,3,3,3,3
3000,1869,1,1,1,1
3003,471,2,2,2,2
3003,472,2,2,2,2
3004,3018,1,2,2,2
3004,3020,2,2,2,2
3007,906,2,2,2,1
3009,739,4,5,5,4
3009,4648,1,5,5,4
3014,4872,1,1,1,1
3027,2329,1,1,1,1
3045,2232,1,1,1,1
3046,616,1,1,1,1
3052,1580,1,1,1,1
3054,1554,2,2,2,2
3060,2921,1,1,1,1
3064,2044,1,1,1,1
3064,2045,1,1,1,1
3065,971,1,2,2,2
3065,972,2,2,2,2
3066,699,1,2,2,1
3066,1046,1,2,2,1
3069,734,1,1,1,1
3070,1935,4,7,7,7
3070,1937,4,7,7,7
3070,4640,3,7,7,7
3073,3389,1,1,1,1
3076,3385,5,5,5,5
3077,1788,1,1,1,1
3077,1789,1,1,1,1
3079,2696,2,2,2,2
3080,2149,4,4,4,4
3082,3128,1,1,1,1
3085,3418,3,4,4,4
3085,3419,4,4,4,4
3089,1885,1,1,1,1
3092,684,5,5,5,5
3105,1243,2,3,3,3
3105,1491,1,3,3,3
3109,4428,3,3,3,3
3113,4412,5,5,5,5
3115,4645,1,1,1,1
3119,937,2,2,2,2
3122,4380,1,1,1,1
3122,4381,1,1,1,1
3123,4018,1,1,1,1
3123,4020,1,1,1,1
3126,862,1,4,4,4
3126,872,4,4,4,4
3131,1585,1,1,1,1
3136,1684,2,2,2,2
3140,3950,3,3,3,3
3150,2668,1,1,1,1
3150,2672,1,1,1,1
3166,2784,2,2,2,2
3168,1619,1,1,1,1
3173,1376,2,2,2,2
3174,2287,5,5,5,3
3178,881,2,4,4,4
3178,1115,1,4,4,4
3178,1233,1,4,4,4
3179,4588,5,5,5,5
3180,3785,4,5,5,5
3180,3796,5,5,5,5
3182,3809,3,3,3,3
3188,3187,1,1,1,1
3198,2272,1,1,1,1
3201,4427,2,2,2,2
3204,3998,6,6,6,6
3205,757,2,5,5,4
3205,759,3,5,5,4
3205,3677,2,5,5,4
3207,1309,2,4,4,4
3207,4264,2,4,4,4
3208,1825,1,1,1,1
3210,1044,1,1,1,1
3211,1579,1,1,1,1
3236,1246,3,7,7,4
3236,2628,4,7,7,4
3236,2629,4,7,7,4
3246,4052,1,1,1,1
3247,661,1,1,1,1
3248,1466,2,2,2,2
3251,893,2,2,2,2
3255,1099,1,1,1,1
3256,4055,1,1,1,1
3262,3281,2,2,2,2
3266,2151,1,1,1,1
3273,2701,6,6,6,5
3276,519,2,2,2,2
3291,3741,2,2,2,2
3293,4200,1,1,1,1
3299,4171,2,2,2,2
3301,1045,4,4,4,4
3301,1047,4,4,4,4
3307,1632,2,2,2,2
3311,3120,2,4,4,2
3311,3121,3,4,4,2
3311,3122,4,4,4,2
3313,707,4,4,4,4
3320,1474,1,2,2,2
3320,4196,1,2,2,2
3322,3008,4,4,4,4
3323,4551,1,1,1,1
3324,1740,1,1,1,1
3326,1496,1,1,1,1
3328,847,1,2,2,2
3328,851,2,2,2,2
3333,1073,1,1,1,1
3335,1843,5,7,7,6
3335,4040,2,7,7,6
3337,897,1,2,2,2
3337,898,2,2,2,2
3337,899,2,2,2,2
3339,1074,1,1,1,1
3341,1720,2,2,2,2
3343,1809,2,2,2,2
3347,584,5,5,5,5
3350,2154,3,3,3,3
3350,2155,3,3,3,3
3351,4775,3,3,3,3
3352,716,1,1,1,1
3353,888,1,1,1,1
3362,765,2,2,2,1
3363,3716,1,1,1,1
3367,2147,4,4,4,3
3368,2324,2,3,3,3
3368,3556,1,3,3,3
3376,4226,1,1,1,1
3378,2707,3,3,3,3
3379,758,1,1,1,1
3381,2591,2,2,2,2
3386,4699,1,1,1,1
3387,2909,1,1,1,1
3389,2052,4,4,4,4
3391,2694,3,3,3,3
3391,2695,3,3,3,3
3397,811,2,3,3,3
3397,884,1,3,3,3
3403,1221,1,2,2,2
3403,1222,1,2,2,2
3403,1223,2,2,2,2
3406,4550,2,2,2,2
3410,1624,2,2,2,2
3413,1087,1,1,1,1
3415,651,1,1,1,1
3415,653,1,1,1,1
3416,1415,1,1,1,1
3417,826,2,2,2,2
3428,1157,5,5,5,5
3431,1278,4,4,4,4
3439,5019,1,2,2,2
3439,5021,2,2,2,2
3440,2179,2,2,1,2
3442,894,5,5,5,5
3447,3165,1,1,1,1
3449,2551,3,3,3,3
3453,2143,3,3,3,3
3454,4565,1,1,1,1
3459,2096,3,3,3,3
3460,4585,2,2,2,2
3462,598,4,4,4,4
3464,2160,1,1,1,1
3464,2165,1,1,1,1
3474,1218,1,1,1,1
3476,602,1,4,4,3
3476,603,1,4,4,3
3476,604,4,4,4,3
3476,605,4,4,4,3
3477,3584,1,1,1,1
3478,4703,4,4,4,4
3479,1385,1,3,3,3
3479,1388,3,3,3,3
3480,2003,3,3,3,3
3487,1933,2,2,2,2
3489,606,1,1,1,1
3492,783,1,1,1,1
3496,4840,1,1,1,1
3498,2824,3,3,3,2
3499,643,2,3,3,3
3499,797,1,3,3,3
3512,1192,1,1,1,1
3516,4618,2,2,2,2
3516,4620,2,2,2,2
3518,4709,1,1,1,1
3538,4981,2,2,2,2
3541,3731,3,3,3,3
3546,1104,2,2,2,2
3548,4996,3,3,3,3
3554,1732,2,3,3,3
3554,1733,2,3,3,3
3554,1737,3,3,3,3
3557,3932,1,1,1,1
3563,1823,1,1,1,1
3565,3884,4,4,4,4
3567,955,2,2,2,2
3570,1364,2,3,3,3
3570,2647,1,3,3,3
3576,3529,1,4,4,3
3576,3533,4,4,4,3
3579,4377,1,1,1,1
3583,940,2,3,3,3
3583,4048,1,3,3,3
3591,1011,1,1,1,1
3602,1818,1,3,3,3
3602,2705,2,3,3,3
3606,1523,1,1,1,1
3607,4702,1,1,1,1
3618,3738,3,4,4,4
3618,4136,1,4,4,4
3619,4798,1,1,1,1
3620,2607,3,3,3,3
3634,4212,2,4,4,4
3634,4215,4,4,4,4
3637,1471,1,1,1,1
3639,817,1,1,1,1
3643,1859,3,3,3,3
3647,1159,1,1,1,1
3661,2422,1,1,1,1
3666,3534,3,3,3,2
3668,1057,2,3,3,3
3668,3673,1,3,3,3
3672,3274,2,2,2,2
3673,2123,2,2,2,2
3676,801,2,2,2,2
3681,1033,2,2,2,1
3686,4966,2,2,2,2
3687,4484,2,2,2,2
3692,5043,2,2,2,2
3698,853,1,4,4,4
3698,1344,3,4,4,4
3699,4539,2,2,2,2
3704,3594,1,1,1,1
3705,4370,2,2,2,2
3705,4371,2,2,2,2
3711,1417,2,2,2,2
3723,4626,1,1,1,1
3724,711,1,1,1,1
3724,712,1,1,1,1
3727,927,2,2,2,2
3729,1922,2,2,2,2
3730,962,2,2,2,2
3732,4485,2,2,2,2
3733,3747,2,2,2,2
3734,5088,2,2,2,2
3735,1512,1,1,1,1
3736,722,1,2,2,2
3736,724,2,2,2,2
3739,4430,1,1,1,1
3745,984,3,3,3,2
3745,985,3,3,3,2
3746,1090,5,5,4,4
3748,974,4,4,4,4
3749,2594,1,1,1,1
3751,4941,2,2,2,2
3757,1923,2,2,2,2
3761,729,1,2,2,2
3761,731,2,2,2,2
3761,733,2,2,2,2
3765,4807,3,3,3,3
3773,1527,2,2,2,2
3774,3078,3,3,3,3
3780,3172,1,1,1,1
3786,1001,1,1,1,1
3788,4022,1,1,1,1
3788,4023,1,1,1,1
3800,3455,5,5,5,5
3811,2190,1,1,1,1
3814,1801,1,1,1,1
3820,2288,2,2,2,2
3822,3306,1,1,1,1
3823,4320,3,3,3,3
3823,4323,3,3,3,3
3829,3928,1,2,2,2
3829,3929,1,2,2,2
3829,3931,2,2,2,2
3831,3156,2,2,2,2
3832,874,2,2,2,2
3833,1900,4,5,5,4
3833,2276,1,5,5,4
3836,926,1,4,4,4
3836,928,3,4,4,4
3836,929,3,4,4,4
3836,1229,1,4,4,4
3837,3470,2,2,2,2
3838,3087,3,3,3,3
3853,2131,4,7,7,7
3853,3228,3,7,7,7
3857,3138,1,1,1,1
3871,2307,1,1,1,1
3875,2962,1,1,1,1
3876,2278,2,2,2,2
3880,3036,3,3,3,3
3881,2531,3,3,3,3
3883,4694,4,4,4,4
3886,1966,1,1,1,1
3892,2231,2,2,2,2
3895,1667,1,1,1,1
3901,3390,1,1,1,1
3902,2844,1,1,1,1
3904,4483,1,1,1,1
3908,2196,1,3,3,2
3908,2198,3,3,3,2
3913,2769,3,3,3,3
3914,1683,1,1,1,1
3918,2305,2,2,2,2
3927,1262,1,2,2,2
3927,1551,1,2,2,2
3929,1032,6,6,5,5
3933,3813,1,1,1,1
3938,4281,1,1,1,1
3940,1190,2,2,2,2
3940,1191,2,2,2,2
3946,1650,1,1,1,1
3950,1646,1,1,1,1
3952,2643,1,1,1,1
3954,1826,1,1,1,1
3954,1829,1,1,1,1
3954,1831,1,1,1,1
3957,2692,2,2,2,2
3960,1676,1,1,1,1
3977,3469,1,1,1,1
3984,3176,2,2,2,2
3989,1203,2,2,2,2
3994,3565,2,2,2,2
3996,1992,1,1,1,1
4001,3284,2,7,7,6
4001,3293,7,7,7,6
4004,4568,1,1,1,1
4007,3042,1,1,1,1
4007,3043,1,1,1,1
4011,3199,1,1,1,1
4016,2022,1,1,1,1
4017,1451,1,4,4,3
4017,4851,3,4,4,3
4017,4853,3,4,4,3
4018,2430,1,1,1,1
4030,3873,1,1,1,1
4030,3874,1,1,1,1
4030,3878,1,1,1,1
4032,1531,1,1,1,1
4036,1631,2,2,2,2
4038,3307,1,1,1,1
4041,4110,1,1,1,1
4043,814,1,1,1,1
4044,1078,1,1,1,1
4044,1079,1,1,1,1
4050,1374,2,2,2,2
4051,4729,2,2,2,2
4051,4731,2,2,2,2
4054,3871,2,2,2,2
4059,1119,2,2,2,2
4062,1114,3,3,3,3
4066,1030,3,5,5,5
4066,1034,4,5,5,5
4066,1295,1,5,5,5
4073,1063,1,6,6,5
4073,2929,5,6,6,5
4080,1121,2,5,4,4
4080,1125,5,5,4,4
4083,1183,3,7,7,6
4083,2416,2,7,7,6
4083,3966,2,7,7,6
4083,3967,2,7,7,6
4086,1204,2,2,2,2
4086,1206,2,2,2,2
4090,3772,2,2,2,2
4095,4255,3,3,3,3
4095,4257,3,3,3,3
4102,2782,1,1,1,1
4106,1329,1,1,1,1
4107,3984,1,1,1,1
4109,3502,5,5,5,3
4113,3726,1,1,1,1
4114,1362,3,3,3,3
4118,2663,2,2,2,2
4125,1731,2,3,3,3
4125,1738,3,3,3,3
4126,2235,2,2,2,2
4127,3847,1,1,1,1
4142,4898,2,2,2,2
4148,1628,1,1,1,1
4151,2174,3,3,3,3
4160,3366,2,4,4,4
4160,3373,4,4,4,4
4161,2743,1,1,1,1
4162,4292,3,3,3,3
4165,3225,1,1,1,1
4173,1459,1,2,2,2
4173,1462,2,2,2,2
4174,4230,3,3,3,3
4186,1984,1,1,1,1
4187,1414,1,1,1,1
4189,2886,3,3,3,3
4190,3130,1,1,1,1
4191,1076,2,2,2,2
4195,2484,1,1,1,1
4199,3655,4,4,4,2
4204,2041,4,4,4,4
4207,4074,2,5,5,4
4207,4079,2,5,5,4
4207,4333,3,5,5,4
4210,1444,1,1,1,1
4211,2525,2,2,2,2
4222,1097,1,1,1,1
4222,1098,1,1,1,1
4224,1617,3,3,3,3
4229,2999,2,2,2,2
4237,1612,3,4,4,3
4237,5084,1,4,4,3
4241,1299,1,1,1,1
4242,4763,2,2,2,2
4243,4072,2,2,2,2
4260,2898,2,2,2,2
4263,4705,3,3,3,3
4263,4706,3,3,3,3
4266,2229,1,1,1,1
4267,3974,2,2,2,2
4271,2581,3,3,3,3
4276,2681,2,2,2,2
4277,3467,4,4,4,3
4281,1381,1,1,1,1
4288,1084,1,1,1,1
4302,2474,5,5,5,5
4307,1716,2,2,2,2
4311,1756,1,2,2,2
4311,4091,1,2,2,2
4312,1431,1,1,1,1
4312,1432,1,1,1,1
4316,1592,1,1,1,1
4317,3009,4,4,4,4
4323,2765,2,2,2,2
4326,4201,1,1,1,1
4328,1325,4,4,4,4
4332,1017,2,2,2,2
4335,2968,3,4,4,4
4335,2974,4,4,4,4
4336,4678,2,2,2,2
4339,3597,2,2,2,2
4350,4938,2,2,2,2
4352,3386,1,1,1,1
4356,2250,1,1,1,1
4356,2252,1,1,1,1
4356,2253,1,1,1,1
4359,4166,2,2,2,2
4360,2490,1,2,2,2
4360,2493,2,2,2,2
4365,4881,5,5,5,4
4367,1457,1,1,1,1
4369,4002,1,1,1,1
4375,2547,4,4,4,4
4375,2548,4,4,4,4
4380,2504,2,2,2,2
4393,2925,1,1,1,1
4397,1969,3,4,4,4
4397,1970,4,4,4,4
4399,3275,2,2,2,2
4402,2411,3,4,4,3
4402,3904,1,4,4,3
4410,3186,1,1,1,1
4411,2947,1,1,1,1
4419,3604,2,2,2,2
4424,2244,5,6,6,5
4424,2702,1,6,6,5
4425,1448,2,5,5,4
4425,3412,3,5,5,4
4432,4976,3,3,3,2
4433,2046,4,4,4,4
4433,2047,4,4,4,4
4434,3848,2,2,2,2
4437,2907,2,2,2,2
4445,2023,1,1,1,1
4449,3357,1,5,5,5
4449,3362,5,5,5,5
4449,3363,5,5,5,5
4450,1983,2,2,2,2
4451,1643,1,1,1,1
4455,3858,1,1,1,1
4458,1337,1,1,1,1
4459,1303,3,3,3,3
4468,3319,1,1,1,1
4473,4855,1,1,1,1
4481,2969,2,2,2,2
4486,3680,2,2,2,2
4496,4289,1,1,1,1
4499,5075,1,1,1,1
4500,3064,1,1,1,1
4501,1247,1,1,1,1
4504,3922,2,2,2,2
4526,3989,4,4,4,4
4528,3028,3,3,3,3
4531,2208,2,2,2,2
4537,2057,6,6,6,6
4541,4347,4,4,4,3
4541,4348,4,4,4,3
4549,3337,3,3,3,3
4550,1238,1,1,1,1
4550,1240,1,1,1,1
4551,3856,1,1,1,1
4556,2996,1,1,1,1
4557,1978,4,6,6,5
4557,2849,2,6,6,5
4557,2850,2,6,6,5
4560,3002,4,4,4,3
4561,1268,4,4,4,4
4563,3459,2,2,2,2
4567,1790,1,1,1,1
4567,1794,1,1,1,1
4568,3110,1,1,1,1
4568,3111,1,1,1,1
4573,2270,2,2,2,2
4575,4712,1,1,1,1
4587,3669,1,1,1,1
4601,1245,1,1,1,1
4602,4161,3,3,3,2
4604,2038,1,1,1,1
4605,2789,1,1,1,1
4612,1124,4,4,4,3
4619,3475,1,2,2,2
4619,3476,2,2,2,2
4628,3242,1,1,1,1
4629,1552,3,3,3,2
4643,2685,1,1,1,1
4645,4590,3,3,3,3
4654,4944,3,3,3,3
4660,1361,1,1,1,1
4666,2017,2,2,2,2
4669,5039,1,1,1,1
4673,1455,2,2,2,2
4674,4168,1,1,1,1
4689,3651,1,1,1,1
4701,4625,2,2,2,2
4703,2163,1,1,1,1
4705,3902,1,1,1,1
4718,4513,1,1,1,1
4721,3204,1,1,1,1
4726,1440,3,3,3,3
4728,4245,2,2,2,1
4731,4659,3,3,3,3
4740,1888,2,2,2,2
4740,1889,2,2,2,2
4744,3681,2,2,2,2
4753,2995,4,4,4,3
4762,3671,3,3,3,3
4763,3763,1,1,1,1
4774,2458,1,1,1,1
4786,3460,3,3,2,3
4790,3238,2,2,2,2
4795,4918,1,1,1,1
4806,3069,1,1,1,1
4806,3070,1,1,1,1
4808,5033,6,6,6,5
4810,2139,1,1,1,1
4811,3388,1,1,1,1
4814,3076,4,4,4,3
4818,1236,1,1,1,1
4818,1237,1,1,1,1
4822,2275,1,1,1,1
4829,1883,1,1,1,1
4833,3012,1,1,1,1
4836,1460,3,3,3,3
4838,2415,3,3,3,3
4840,2409,5,5,4,4
4847,4163,1,1,1,1
4847,4164,1,1,1,1
4858,1681,4,4,4,3
4860,2267,2,2,2,2
4861,4512,1,1,1,1
4864,2358,1,1,1,1
4872,2884,3,3,3,3
4872,2885,3,3,3,3
4881,3957,1,3,3,3
4881,4873,2,3,3,3
4892,2889,5,5,5,5
4901,2384,2,2,2,2
4903,2737,3,3,3,2
4905,4086,3,3,3,3
4906,3877,1,3,3,3
4906,3879,3,3,3,3
4910,3720,1,1,1,1
4911,4977,1,1,1,1
4914,2122,2,3,3,3
4914,3372,1,3,3,3
4919,3836,3,3,3,2
4920,3569,2,2,2,2
4924,2239,3,3,3,3
4936,4108,1,1,1,1
4937,4559,2,2,2,2
4940,2664,3,3,3,3
4943,2738,1,1,1,1
4948,1528,1,1,1,1
4951,4114,1,3,3,3
4951,4117,1,3,3,3
4951,4121,3,3,3,3
4951,4122,3,3,3,3
4971,1568,4,4,4,3
4972,2225,3,3,3,3
4983,3415,3,3,3,3
4984,2699,2,2,2,2
4984,2700,2,2,2,2
4993,2935,1,1,1,1
4993,2936,1,1,1,1
4993,2937,1,1,1,1
5001,3081,4,4,4,4
5002,3595,1,1,1,1
5003,4613,2,2,2,2
5004,2115,1,4,4,4
5004,2120,3,4,4,4
5004,2121,4,4,4,4
5010,3445,1,1,1,1
5012,1453,2,2,2,2
5013,2592,1,1,1,1
5013,2593,1,1,1,1
5017,2333,4,4,4,4
5022,2134,2,2,2,2
5023,1797,4,4,4,4
5026,4156,4,4,4,4
5029,2403,4,7,7,6
5029,3480,3,7,7,6
5035,2791,5,8,8,7
5035,2928,3,8,8,7
5036,3308,1,1,1,1
5042,3934,3,3,3,3
5043,3277,2,2,2,2
5048,3192,3,3,3,3
5059,2107,2,3,3,3
5059,2108,3,3,3,3
5062,2344,2,2,2,2
5069,4066,2,2,2,2
5069,4071,2,2,2,2
5071,1832,6,6,6,5
5073,4327,1,2,2,2
5073,4330,2,2,2,2
5075,2984,2,2,2,2
5078,4239,5,5,5,5
5078,4241,5,5,5,5
5096,2110,3,4,4,4
5096,2112,3,4,4,4
5096,3458,1,4,4,4
5104,4636,1,1,1,1
5105,3030,1,1,1,1
5110,1378,4,4,4,3
5115,2478,1,1,1,1
5119,2211,1,1,1,1
5119,2213,1,1,1,1
5121,4402,1,1,1,1
5126,2018,1,1,1,1
5136,4492,4,4,4,3
5140,3200,1,1,1,1
5147,4601,2,2,2,2
5155,4677,3,3,3,3
5156,3436,3,3,3,2
5157,2741,1,1,1,1
5157,2742,1,1,1,1
5162,2557,1,1,1,1
5165,1852,1,1,1,1
5165,1854,1,1,1,1
5179,3668,3,3,3,3
5182,1718,2,2,2,2
5182,1719,2,2,2,2
5183,3141,2,2,2,2
5188,3976,1,1,1,1
5193,1735,1,1,1,1
5202,2758,5,4,4,3
5209,2257,4,4,4,4
5212,1712,3,3,3,2
5216,1988,1,1,1,1
5225,2470,5,5,5,5
5226,3808,1,1,1,1
5228,4075,1,1,1,1
5230,2798,2,2,2,2
5234,2103,1,1,1,1
5239,1875,1,1,1,1
5248,1707,1,1,1,1
5252,3123,1,1,1,1
5258,4945,1,1,1,1
5262,2989,3,3,3,3
5262,2990,3,3,3,3
5272,1804,1,1,1,1
5277,2091,2,2,2,2
5295,2537,5,5,5,4
5301,3153,4,4,4,4
5305,3218,1,1,1,1
5317,2391,1,3,3,3
5317,3965,2,3,3,3
5318,2875,1,1,1,1
5318,2876,1,1,1,1
5320,1749,1,1,1,1
5323,4779,4,4,4,4
5323,4781,4,4,4,4
5331,2135,3,3,3,3
5331,2137,3,3,3,3
5335,2654,2,2,2,1
5340,3536,1,1,1,1
5342,2492,4,4,4,3
5342,2496,4,4,4,3
5362,3686,3,3,3,3
5365,2598,3,3,3,2
5368,2728,1,1,1,1
5371,2549,3,3,3,3
5378,3621,1,4,4,4
5378,3958,3,4,4,4
5382,2101,1,1,1,1
5384,4140,2,2,2,2
5389,2580,1,2,2,2
5389,3047,1,2,2,2
5391,2870,2,2,2,1
5395,1877,4,4,4,4
5406,4154,2,2,2,2
5415,3466,1,1,1,1
5417,2899,2,5,4,4
5417,2903,5,5,4,4
5426,1783,3,3,3,3
5437,2940,1,1,1,1
5441,1591,1,1,1,1
5442,2650,1,1,1,1
5449,3089,3,3,3,3
5458,3481,1,1,1,1
5465,4054,3,3,3,3
5466,1690,1,1,1,1
5467,2263,3,5,5,5
5467,2368,2,5,5,5
5469,5108,1,1,1,1
5476,3011,1,1,1,1
5479,1724,1,1,1,1
5480,4614,3,3,3,3
5488,4355,2,2,2,2
5492,3913,1,1,1,1
5502,2189,1,1,1,1
5511,3487,1,1,1,1
5519,3635,1,1,1,1
5529,3788,1,2,2,2
5529,3794,2,2,2,2
5529,3795,2,2,2,2
5534,3189,1,1,1,1
5543,1727,1,1,1,1
5552,2200,1,1,1,1
5554,2965,2,2,2,2
5559,4249,1,1,1,1
5559,4250,1,1,1,1
5577,3063,1,1,1,1
5581,4438,3,3,3,3
5586,3003,1,1,1,1
5589,3988,2,2,2,2
5595,3663,1,1,1,1
5597,2674,2,2,2,2
5597,2675,2,2,2,2
5604,3322,1,1,1,1
5612,3399,1,1,1,1
5612,3401,1,1,1,1
5614,4854,2,2,2,2
5617,2751,3,3,3,3
5619,1670,3,3,3,3
5626,2073,4,7,7,7
5626,4465,3,7,7,7
5631,1855,3,3,3,2
5633,5041,2,2,2,2
5635,1921,3,3,3,3
5638,3505,1,1,1,1
5648,4008,2,2,2,2
5650,3543,4,4,4,4
5651,2488,2,2,2,2
5655,2714,6,6,6,5
5658,2957,3,3,3,3
5659,4397,5,5,5,4
5665,4669,1,1,1,1
5666,4399,2,2,2,2
5666,4401,2,2,2,2
5675,1679,2,2,2,2
5679,4319,4,4,4,4
5686,3227,2,2,2,2
5698,2817,2,2,2,2
5703,3489,1,1,1,1
